start;end;at;attributes;fold;horizon;MAPE_SET;MAPE_MSET;MAPE_SEQ;TOT_EVT;TOT_EVT_OK;NF_SET;NF_MSET;NF_SEQ;STATES_SET;STATES_MSET;STATES_SEQ;NF_PERC_SET;NF_PERC_MSET;NF_PERC_SEQ;error_sd_set;error_sd_mset;error_sd_seq;MAPE_FIT_SET;MAPE_FIT_MSET;MAPE_FIT_SEQ;RMSPE_SET;RMSPE_MSET;RMSPE_SEQ;RMSPE_FIT_SET;RMSPE_FIT_MSET;RMSPE_FIT_SEQ;MAPE_PERC_SET;MAPE_PERC_MSET;MAPE_PERC_SEQ;EXACT_MATCH_SET;EXACT_MATCH_MSET;EXACT_MATCH_SEQ;MAPE_PERC_SET_SJ;MAPE_PERC_MSET_SJ;MAPE_PERC_SEQ_SJ;RMSPE_SET_SJ;RMSPE_MSET_SJ;RMSPE_SEQ_SJ;cut
12/01/2022 04:32;12/01/2022 04:35;pc-lari;incident_state,assignment_group,km_number;T;3;553.671.210.814.356;553.671.210.814.356;463.422.397.729.452;15444;15444;0;0;0;7691;7691;7788;0;0;0;13.583.133.231.438;13.583.133.231.438;134.993.654.545.236;553.671.210.814.356;553.671.210.814.356;463.422.397.729.452;11.007.077.962.808;11.007.077.962.808;844.310.368.585.841;11.007.077.962.808;11.007.077.962.808;844.310.368.585.841;553.671.210.814.356;553.671.210.814.356;463.422.397.729.452;15444;15444;15444;972.829.272.270.332;972.829.272.270.332;794.139.838.578.215;207.712.536.488.635;207.712.536.488.635;152.292.137.987.515;80/20
12/01/2022 04:32;12/01/2022 04:35;pc-lari;incident_state,assignment_group,km_number;V;3;372.049.781.985.271;372.049.781.985.271;369.297.235.105.467;3856;3856;1442;1442;1464;1156;1156;1143;37.396.265.560.166;37.396.265.560.166;379.668.049.792.531;221.874.012.956.383;221.874.012.956.383;221.746.213.622.532;200.037.656.423.489;200.037.656.423.489;195.188.317.624.413;379.195.139.093.287;379.195.139.093.287;378.602.280.840.875;378.387.879.734.061;378.387.879.734.061;379.163.725.221.823;372.049.781.985.271;372.049.781.985.271;369.297.235.105.467;2414;2414;2392;52.647.285.182.351;52.647.285.182.351;521.139.396.460.086;456.859.647.383.286;456.859.647.383.286;455.636.258.681.486;80/20
