start;end;at;attributes;fold;horizon;MAPE_SET;MAPE_MSET;MAPE_SEQ;TOT_EVT;TOT_EVT_OK;NF_SET;NF_MSET;NF_SEQ;STATES_SET;STATES_MSET;STATES_SEQ;NF_PERC_SET;NF_PERC_MSET;NF_PERC_SEQ;error_sd_set;error_sd_mset;error_sd_seq;MAPE_FIT_SET;MAPE_FIT_MSET;MAPE_FIT_SEQ;RMSPE_SET;RMSPE_MSET;RMSPE_SEQ;RMSPE_FIT_SET;RMSPE_FIT_MSET;RMSPE_FIT_SEQ;MAPE_PERC_SET;MAPE_PERC_MSET;MAPE_PERC_SEQ;EXACT_MATCH_SET;EXACT_MATCH_MSET;EXACT_MATCH_SEQ;MAPE_PERC_SET_SJ;MAPE_PERC_MSET_SJ;MAPE_PERC_SEQ_SJ;RMSPE_SET_SJ;RMSPE_MSET_SJ;RMSPE_SEQ_SJ;cut
12/01/2022 04:41;12/01/2022 04:43;pc-lari;incident_state,assignment_group,km_number;T;5;473.855.654.499.483;473.855.654.499.483;448.617.075.784.883;13499;13499;0;0;0;7066;7066;7139;0;0;0;133.438.832.672.868;133.438.832.672.868;132.778.460.400.546;473.855.654.499.483;473.855.654.499.483;448.617.075.784.883;959.283.855.977.724;959.283.855.977.724;87.856.682.543.313;959.283.855.977.724;959.283.855.977.724;87.856.682.543.313;473.855.654.499.483;473.855.654.499.483;448.617.075.784.883;13499;13499;13499;816.527.698.719.737;816.527.698.719.737;766.059.387.377.159;175.542.570.228.664;175.542.570.228.664;157.739.498.496.902;70/30
12/01/2022 04:41;12/01/2022 04:43;pc-lari;incident_state,assignment_group,km_number;V;5;372.397.307.519.398;372.397.307.519.398;346.209.130.688.993;5801;5801;2255;2255;2291;1464;1464;1448;38.872.608.171.005;38.872.608.171.005;394.931.908.291.674;22.051.542.429.416;22.051.542.429.416;220.079.033.819.843;205.949.211.010.627;205.949.211.010.627;157.551.888.578.266;383.723.504.891.404;383.723.504.891.404;331.418.694.621.075;393.455.189.801.959;393.455.189.801.959;312.685.919.489.223;372.397.307.519.398;372.397.307.519.398;346.209.130.688.993;3546;3546;3510;556.230.541.337.586;556.230.541.337.586;501.187.826.046.229;569.002.689.385.368;569.002.689.385.368;414.767.333.836.051;70/30
