start;end;at;attributes;fold;horizon;MAPE_SET;MAPE_MSET;MAPE_SEQ;TOT_EVT;TOT_EVT_OK;NF_SET;NF_MSET;NF_SEQ;STATES_SET;STATES_MSET;STATES_SEQ;NF_PERC_SET;NF_PERC_MSET;NF_PERC_SEQ;error_sd_set;error_sd_mset;error_sd_seq;MAPE_FIT_SET;MAPE_FIT_MSET;MAPE_FIT_SEQ;RMSPE_SET;RMSPE_MSET;RMSPE_SEQ;RMSPE_FIT_SET;RMSPE_FIT_MSET;RMSPE_FIT_SEQ;MAPE_PERC_SET;MAPE_PERC_MSET;MAPE_PERC_SEQ;EXACT_MATCH_SET;EXACT_MATCH_MSET;EXACT_MATCH_SEQ;MAPE_PERC_SET_SJ;MAPE_PERC_MSET_SJ;MAPE_PERC_SEQ_SJ;RMSPE_SET_SJ;RMSPE_MSET_SJ;RMSPE_SEQ_SJ;cut
12/01/2022 04:44;12/01/2022 04:47;pc-lari;incident_state,assignment_group,km_number;T;5;552.938.211.937.396;552.938.211.937.396;462.723.535.786.111;15444;15444;0;0;0;7791;7791;7880;0;0;0;135.758.294.229.936;135.758.294.229.936;134.946.200.452.121;552.938.211.937.396;552.938.211.937.396;462.723.535.786.111;110.068.778.602.253;110.068.778.602.253;844.284.349.597.466;110.068.778.602.253;110.068.778.602.253;844.284.349.597.466;552.938.211.937.396;552.938.211.937.396;462.723.535.786.111;15444;15444;15444;971.383.989.056.179;971.383.989.056.179;792.742.145.922.056;207.708.296.922.027;207.708.296.922.027;15.228.636.798.089;80/20
12/01/2022 04:44;12/01/2022 04:47;pc-lari;incident_state,assignment_group,km_number;V;5;369.210.720.347.248;369.210.720.347.248;366.679.284.587.893;3856;3856;1465;1465;1487;1144;1144;1130;379.927.385.892.116;379.927.385.892.116;385.632.780.082.988;222.086.365.278.993;222.086.365.278.993;221.943.875.254.296;200.248.733.449.261;200.248.733.449.261;195.298.175.144.792;377.724.090.804.305;377.724.090.804.305;377.253.837.464.709;378.589.204.862.742;378.589.204.862.742;379.265.366.168.539;369.210.720.347.248;369.210.720.347.248;366.679.284.587.893;2391;2391;2369;521.699.542.373.673;521.699.542.373.673;51.670.236.725.166;454.059.847.593.351;454.059.847.593.351;453.058.064.471.625;80/20
