start;end;at;attributes;fold;horizon;MAPE_SET;MAPE_MSET;MAPE_SEQ;TOT_EVT;TOT_EVT_OK;NF_SET;NF_MSET;NF_SEQ;STATES_SET;STATES_MSET;STATES_SEQ;NF_PERC_SET;NF_PERC_MSET;NF_PERC_SEQ;error_sd_set;error_sd_mset;error_sd_seq;MAPE_FIT_SET;MAPE_FIT_MSET;MAPE_FIT_SEQ;RMSPE_SET;RMSPE_MSET;RMSPE_SEQ;RMSPE_FIT_SET;RMSPE_FIT_MSET;RMSPE_FIT_SEQ;MAPE_PERC_SET;MAPE_PERC_MSET;MAPE_PERC_SEQ;EXACT_MATCH_SET;EXACT_MATCH_MSET;EXACT_MATCH_SEQ;MAPE_PERC_SET_SJ;MAPE_PERC_MSET_SJ;MAPE_PERC_SEQ_SJ;RMSPE_SET_SJ;RMSPE_MSET_SJ;RMSPE_SEQ_SJ;cut
12/01/2022 04:29;12/01/2022 04:31;pc-lari;incident_state,assignment_group,km_number;T;3;474.686.309.500.203;474.686.309.500.203;449.409.925.599.221;13499;13499;0;0;0;6980;6980;7060;0;0;0;13.352.277.328.811;13.352.277.328.811;132.832.859.098.294;474.686.309.500.203;474.686.309.500.203;449.409.925.599.221;959.310.127.811.363;959.310.127.811.363;878.595.436.182.131;959.310.127.811.363;959.310.127.811.363;878.595.436.182.131;474.686.309.500.203;474.686.309.500.203;449.409.925.599.221;13499;13499;13499;818.165.288.733.838;818.165.288.733.838;76.764.505.126.668;175.548.310.241.679;175.548.310.241.679;157.745.872.636.915;70/30
12/01/2022 04:29;12/01/2022 04:31;pc-lari;incident_state,assignment_group,km_number;V;3;375.083.338.790.785;375.083.338.790.785;348.747.679.429.461;5801;5801;2218;2218;2254;1479;1479;1463;382.347.871.056.714;382.347.871.056.714;388.553.697.638.338;220.332.461.702.746;220.332.461.702.746;219.908.363.035.773;205.803.288.595.264;205.803.288.595.264;157.491.640.794.959;38.502.351.660.044;38.502.351.660.044;332.846.047.234.486;393.314.593.849.126;393.314.593.849.126;312.629.593.197.891;375.083.338.790.785;375.083.338.790.785;348.747.679.429.461;3583;3583;3547;560.329.967.698.534;560.329.967.698.534;505.060.430.298.601;570.992.910.577.093;570.992.910.577.093;417.358.942.114.807;70/30
