start;end;at;attributes;fold;horizon;MAPE_SET;MAPE_MSET;MAPE_SEQ;TOT_EVT;TOT_EVT_OK;NF_SET;NF_MSET;NF_SEQ;STATES_SET;STATES_MSET;STATES_SEQ;NF_PERC_SET;NF_PERC_MSET;NF_PERC_SEQ;error_sd_set;error_sd_mset;error_sd_seq;MAPE_FIT_SET;MAPE_FIT_MSET;MAPE_FIT_SEQ;RMSPE_SET;RMSPE_MSET;RMSPE_SEQ;RMSPE_FIT_SET;RMSPE_FIT_MSET;RMSPE_FIT_SEQ;MAPE_PERC_SET;MAPE_PERC_MSET;MAPE_PERC_SEQ;EXACT_MATCH_SET;EXACT_MATCH_MSET;EXACT_MATCH_SEQ;MAPE_PERC_SET_SJ;MAPE_PERC_MSET_SJ;MAPE_PERC_SEQ_SJ;RMSPE_SET_SJ;RMSPE_MSET_SJ;RMSPE_SEQ_SJ;cut
12/01/2022 04:16;12/01/2022 04:17;pc-lari;incident_state,assignment_group,km_number;T;1;969.950.891.875.899;969.950.891.875.899;969.950.891.875.899;15444;15444;0;0;0;5834;5834;5834;0;0;0;145.173.171.960.793;145.173.171.960.793;145.173.171.960.793;969.950.891.875.899;969.950.891.875.899;969.950.891.875.899;134.936.629.769.614;134.936.629.769.614;134.936.629.769.614;134.936.629.769.614;134.936.629.769.614;134.936.629.769.614;969.950.891.875.899;969.950.891.875.899;969.950.891.875.899;15444;15444;15444;157.151.950.868.875;157.151.950.868.875;157.151.950.868.875;217.097.280.317.789;217.097.280.317.789;217.097.280.317.789;80/20
12/01/2022 04:16;12/01/2022 04:17;pc-lari;incident_state,assignment_group,km_number;V;1;413.700.766.663.405;413.700.766.663.405;413.700.766.663.405;3856;3856;934;934;934;1282;1282;1282;242.219.917.012.448;242.219.917.012.448;242.219.917.012.448;220.833.790.381.762;220.833.790.381.762;220.833.790.381.762;25.056.105.922.341;25.056.105.922.341;25.056.105.922.341;405.848.780.212.409;405.848.780.212.409;405.848.780.212.409;387.265.248.687.097;387.265.248.687.097;387.265.248.687.097;413.700.766.663.405;413.700.766.663.405;413.700.766.663.405;2922;2922;2922;587.483.265.941.107;587.483.265.941.107;587.483.265.941.107;523.984.708.459.245;523.984.708.459.245;523.984.708.459.245;80/20
