start;end;at;attributes;fold;horizon;MAPE_SET;MAPE_MSET;MAPE_SEQ;TOT_EVT;TOT_EVT_OK;NF_SET;NF_MSET;NF_SEQ;STATES_SET;STATES_MSET;STATES_SEQ;NF_PERC_SET;NF_PERC_MSET;NF_PERC_SEQ;error_sd_set;error_sd_mset;error_sd_seq;MAPE_FIT_SET;MAPE_FIT_MSET;MAPE_FIT_SEQ;RMSPE_SET;RMSPE_MSET;RMSPE_SEQ;RMSPE_FIT_SET;RMSPE_FIT_MSET;RMSPE_FIT_SEQ;MAPE_PERC_SET;MAPE_PERC_MSET;MAPE_PERC_SEQ;EXACT_MATCH_SET;EXACT_MATCH_MSET;EXACT_MATCH_SEQ;MAPE_PERC_SET_SJ;MAPE_PERC_MSET_SJ;MAPE_PERC_SEQ_SJ;RMSPE_SET_SJ;RMSPE_MSET_SJ;RMSPE_SEQ_SJ;cut
12/01/2022 04:13;12/01/2022 04:15;pc-lari;incident_state,assignment_group,km_number;T;1;871.052.449.087.247;871.052.449.087.247;871.052.449.087.247;13499;13499;0;0;0;5376;5376;5376;0;0;0;142.718.390.584.329;142.718.390.584.329;142.718.390.584.329;871.052.449.087.247;871.052.449.087.247;871.052.449.087.247;118.767.926.119.136;118.767.926.119.136;118.767.926.119.136;118.767.926.119.136;118.767.926.119.136;118.767.926.119.136;871.052.449.087.247;871.052.449.087.247;871.052.449.087.247;13499;13499;13499;144.630.607.599.806;144.630.607.599.806;144.630.607.599.806;201.226.114.315.207;201.226.114.315.207;201.226.114.315.207;70/30
12/01/2022 04:13;12/01/2022 04:15;pc-lari;incident_state,assignment_group,km_number;V;1;425.686.003.021.464;425.686.003.021.464;425.686.003.021.464;5801;5801;1439;1439;1439;1624;1624;1624;248.060.679.193.243;248.060.679.193.243;248.060.679.193.243;218.487.054.374.083;218.487.054.374.083;218.487.054.374.083;274.237.228.830.905;274.237.228.830.905;274.237.228.830.905;426.656.891.531.377;426.656.891.531.377;426.656.891.531.377;423.195.371.818.268;423.195.371.818.268;423.195.371.818.268;425.686.003.021.464;425.686.003.021.464;425.686.003.021.464;4362;4362;4362;610.764.378.011.443;610.764.378.011.443;610.764.378.011.443;57.209.651.802.984;57.209.651.802.984;57.209.651.802.984;70/30
